Map,Winner,Team1StartingSide,Team2StartingSide,AverageACSTeam1,AverageACSTeam2,AverageKillsTeam1,AverageKillsTeam2,TotalFKTeam1,TotalFKTeam2,TotalFDTeam1,TotalFDTeam2,TotalKillsTeam1,TotalKillsTeam2,TotalDeathsTeam1,TotalDeathsTeam2,TotalFKFDTeam1,TotalFKFDTeam2,EntryFKFDTeam1,EntryFKFDTeam2,HsPercentageTeam1,HsPercentageTeam2
Split,-1,CT,T,187.0,229.8,12.2,16.2,4,15,15,4,61,81,81,61,-11,11,-2.2,2.2,23.6,27.4
Haven,1,T,CT,206.0,182.6,17.0,15.4,9,15,15,9,85,77,77,85,-6,6,-1.2,1.2,27.2,24.6
Fracture,-1,CT,T,202.4,200.6,14.4,15.4,10,11,11,10,72,77,77,72,-1,1,-0.2,0.2,29.4,28.2
Bind,-1,CT,T,190.6,216.2,14.4,17.2,13,9,9,13,72,86,86,72,4,-4,0.8,-0.8,25.4,24.8
Ascent,-1,T,CT,175.6,212.0,12.8,15.8,8,13,13,8,64,79,79,64,-5,5,-1.0,1.0,28.4,26.6
Fracture,-1,CT,T,158.2,238.2,9.6,15.8,10,8,8,10,48,79,79,48,2,-2,0.4,-0.4,27.2,33.8
Bind,1,T,CT,206.6,180.4,17.0,15.2,16,8,8,16,85,76,76,85,8,-8,1.6,-1.6,28.6,27.4
Breeze,1,CT,T,241.2,159.6,15.4,9.0,14,3,3,14,77,45,45,77,11,-11,2.2,-2.2,25.6,21.8
Icebox,-1,CT,T,212.8,233.6,19.4,21.2,18,8,8,18,97,106,106,97,10,-10,2.0,-2.0,28.6,26.0
Ascent,1,T,CT,215.6,200.0,18.4,16.4,10,14,14,10,92,82,83,92,-4,4,-0.8,0.8,28.6,26.8
Haven,1,T,CT,220.0,165.8,16.0,11.0,12,8,8,12,80,55,55,80,4,-4,0.8,-0.8,30.6,20.6
Bind,1,CT,T,214.8,210.2,17.0,16.8,13,10,10,13,85,84,84,85,3,-3,0.6,-0.6,30.8,27.4
Fracture,-1,CT,T,196.2,209.8,16.0,17.6,10,14,14,10,80,88,88,80,-4,4,-0.8,0.8,27.0,27.0
Haven,1,CT,T,195.8,187.0,17.0,15.8,13,11,11,13,85,79,79,85,2,-2,0.4,-0.4,30.4,27.8
Icebox,1,CT,T,198.0,194.6,16.8,16.0,15,9,9,15,84,80,80,84,6,-6,1.2,-1.2,26.2,22.2
Haven,-1,T,CT,184.4,222.0,15.2,17.4,13,10,10,13,76,87,87,76,3,-3,0.6,-0.6,28.0,20.8
Split,-1,T,CT,184.0,228.8,12.2,16.2,7,13,13,7,61,81,81,61,-6,6,-1.2,1.2,26.6,19.0
Icebox,-1,CT,T,183.2,205.8,11.8,14.6,8,12,12,8,59,73,73,59,-4,4,-0.8,0.8,20.2,30.4
Breeze,1,T,CT,222.8,163.4,15.2,10.4,11,8,8,11,76,52,52,76,3,-3,0.6,-0.6,20.0,29.2
Split,-1,T,CT,170.0,208.4,9.6,12.8,8,9,9,8,48,64,64,48,-1,1,-0.2,0.2,23.0,28.4
Icebox,1,T,CT,246.4,168.8,14.6,8.6,9,7,7,9,73,43,43,73,2,-2,0.4,-0.4,21.0,24.4
Bind,1,CT,T,255.6,163.6,15.0,8.6,12,4,4,12,75,43,43,75,8,-8,1.6,-1.6,25.0,25.4
Icebox,1,CT,T,227.2,169.4,16.4,11.0,15,5,5,15,82,55,55,82,10,-10,2.0,-2.0,33.2,28.4
Bind,1,T,CT,224.4,166.2,14.6,9.8,10,8,8,10,73,49,49,73,2,-2,0.4,-0.4,22.2,23.8
Haven,-1,T,CT,206.4,218.4,18.8,20.4,10,16,16,10,94,102,102,94,-6,6,-1.2,1.2,32.2,29.8
Bind,1,CT,T,241.4,204.6,18.2,14.0,14,7,7,14,91,70,70,91,7,-7,1.4,-1.4,28.6,29.2
Icebox,-1,T,CT,188.8,230.8,13.6,17.4,12,9,9,12,68,87,87,68,3,-3,0.6,-0.6,27.0,24.4
Icebox,1,T,CT,220.0,196.0,23.8,21.0,17,15,15,17,119,105,105,120,2,-2,0.4,-0.4,29.6,22.0
Split,-1,CT,T,185.2,213.0,14.2,17.2,13,10,10,13,71,86,86,71,3,-3,0.6,-0.6,24.6,20.8
Bind,1,CT,T,230.4,167.6,16.8,11.8,14,7,7,14,84,59,59,84,7,-7,1.4,-1.4,24.2,26.6
Icebox,1,T,CT,220.0,196.0,23.8,21.0,17,15,15,17,119,105,105,120,2,-2,0.4,-0.4,29.6,22.0
Split,-1,CT,T,185.2,213.0,14.2,17.2,13,10,10,13,71,86,86,71,3,-3,0.6,-0.6,24.6,20.8
Bind,1,CT,T,230.4,167.6,16.8,11.8,14,7,7,14,84,59,59,84,7,-7,1.4,-1.4,24.2,26.6
Haven,-1,T,CT,206.4,218.4,18.8,20.4,10,16,16,10,94,102,102,94,-6,6,-1.2,1.2,32.2,29.8
Bind,1,CT,T,241.4,204.6,18.2,14.0,14,7,7,14,91,70,70,91,7,-7,1.4,-1.4,28.6,29.2
Icebox,-1,T,CT,188.8,230.8,13.6,17.4,12,9,9,12,68,87,87,68,3,-3,0.6,-0.6,27.0,24.4
Icebox,1,CT,T,227.2,169.4,16.4,11.0,15,5,5,15,82,55,55,82,10,-10,2.0,-2.0,33.2,28.4
Bind,1,T,CT,224.4,166.2,14.6,9.8,10,8,8,10,73,49,49,73,2,-2,0.4,-0.4,22.2,23.8
Icebox,1,T,CT,246.4,168.8,14.6,8.6,9,7,7,9,73,43,43,73,2,-2,0.4,-0.4,21.0,24.4
Bind,1,CT,T,255.6,163.6,15.0,8.6,12,4,4,12,75,43,43,75,8,-8,1.6,-1.6,25.0,25.4
Icebox,-1,CT,T,183.2,205.8,11.8,14.6,8,12,12,8,59,73,73,59,-4,4,-0.8,0.8,20.2,30.4
Breeze,1,T,CT,222.8,163.4,15.2,10.4,11,8,8,11,76,52,52,76,3,-3,0.6,-0.6,20.0,29.2
Split,-1,T,CT,170.0,208.4,9.6,12.8,8,9,9,8,48,64,64,48,-1,1,-0.2,0.2,23.0,28.4
Bind,-1,CT,T,211.6,226.0,15.8,17.8,12,10,10,12,79,89,89,79,2,-2,0.4,-0.4,27.6,33.6
Fracture,-1,T,CT,188.2,227.6,13.4,17.0,10,11,11,10,67,85,85,67,-1,1,-0.2,0.2,29.8,22.8
Fracture,-1,CT,T,190.4,223.0,14.0,16.8,13,8,8,13,70,84,85,70,5,-5,1.0,-1.0,26.4,21.2
Icebox,1,T,CT,230.6,190.8,15.8,12.4,12,7,7,12,79,62,62,79,5,-5,1.0,-1.0,29.2,18.0
Haven,-1,T,CT,172.6,241.8,9.0,14.2,5,11,11,5,45,71,71,45,-6,6,-1.2,1.2,29.0,28.4
Bind,1,CT,T,229.4,171.2,14.4,9.6,9,8,8,9,72,48,48,72,1,-1,0.2,-0.2,28.6,27.2
Haven,1,CT,T,239.2,151.6,15.2,8.2,13,4,4,13,76,41,41,76,9,-9,1.8,-1.8,25.0,29.6
Bind,1,CT,T,205.2,185.8,17.4,15.2,12,12,12,12,87,76,76,87,0,0,0.0,0.0,22.2,25.0
Icebox,1,T,CT,226.8,196.4,16.4,13.2,9,11,11,9,82,66,66,83,-2,2,-0.4,0.4,21.2,25.6
Ascent,1,T,CT,204.6,179.8,14.0,11.2,11,8,8,11,70,56,56,70,3,-3,0.6,-0.6,24.4,23.6
Split,1,CT,T,219.2,189.8,17.2,15.2,14,9,9,14,86,76,76,86,5,-5,1.0,-1.0,24.4,21.4
Icebox,1,CT,T,229.8,212.4,25.4,23.6,24,8,8,24,127,118,118,127,16,-16,3.2,-3.2,22.6,24.0
Ascent,1,T,CT,206.2,178.6,15.8,14.0,8,14,14,8,79,70,70,79,-6,6,-1.2,1.2,21.6,26.0
Breeze,-1,T,CT,208.6,214.8,16.2,17.6,7,16,16,7,81,88,88,81,-9,9,-1.8,1.8,25.2,27.4
Haven,1,T,CT,229.8,185.8,16.0,12.0,10,9,9,10,80,60,60,80,1,-1,0.2,-0.2,20.8,29.2
Haven,1,CT,T,244.6,163.8,16.0,9.8,13,5,5,13,80,49,49,80,8,-8,1.6,-1.6,24.0,22.0
Ascent,-1,T,CT,142.6,247.0,6.4,14.0,6,9,9,6,32,70,70,32,-3,3,-0.6,0.6,29.6,33.0
Breeze,-1,T,CT,183.2,215.8,14.0,16.6,11,11,11,11,70,83,84,70,0,0,0.0,0.0,27.0,28.0
Fracture,1,T,CT,230.0,181.6,16.0,11.6,12,7,7,12,80,58,58,80,5,-5,1.0,-1.0,18.8,24.8
Icebox,-1,CT,T,196.8,223.6,15.2,18.2,7,16,16,7,76,91,91,76,-9,9,-1.8,1.8,23.0,30.6
Split,1,CT,T,242.0,161.6,16.0,9.4,10,8,8,10,80,47,47,80,2,-2,0.4,-0.4,22.4,26.4
Bind,-1,CT,T,175.6,233.6,9.8,14.4,5,12,12,5,49,72,72,49,-7,7,-1.4,1.4,30.2,22.8
Icebox,1,T,CT,206.6,192.4,15.8,14.4,14,8,8,14,79,72,72,79,6,-6,1.2,-1.2,24.4,23.2
Fracture,1,T,CT,218.6,197.6,18.4,15.8,13,11,11,13,92,79,79,92,2,-2,0.4,-0.4,21.2,20.6
Breeze,-1,CT,T,203.6,208.2,16.0,16.8,14,9,9,14,80,84,84,80,5,-5,1.0,-1.0,29.4,26.0
Bind,1,T,CT,220.6,191.8,16.6,13.0,14,7,7,14,83,65,65,83,7,-7,1.4,-1.4,20.6,27.8
Ascent,-1,T,CT,185.2,232.2,12.8,16.4,8,12,12,8,64,82,82,64,-4,4,-0.8,0.8,20.6,23.2
Icebox,1,CT,T,229.8,212.4,25.4,23.6,24,8,8,24,127,118,118,127,16,-16,3.2,-3.2,22.6,24.0
Ascent,1,T,CT,206.2,178.6,15.8,14.0,8,14,14,8,79,70,70,79,-6,6,-1.2,1.2,21.6,26.0
Breeze,-1,T,CT,208.6,214.8,16.2,17.6,7,16,16,7,81,88,88,81,-9,9,-1.8,1.8,25.2,27.4
Haven,1,T,CT,229.8,185.8,16.0,12.0,10,9,9,10,80,60,60,80,1,-1,0.2,-0.2,20.8,29.2
Breeze,-1,CT,T,203.6,208.2,16.0,16.8,14,9,9,14,80,84,84,80,5,-5,1.0,-1.0,29.4,26.0
Bind,1,T,CT,220.6,191.8,16.6,13.0,14,7,7,14,83,65,65,83,7,-7,1.4,-1.4,20.6,27.8
Ascent,-1,T,CT,185.2,232.2,12.8,16.4,8,12,12,8,64,82,82,64,-4,4,-0.8,0.8,20.6,23.2
Ascent,1,T,CT,204.6,179.8,14.0,11.2,11,8,8,11,70,56,56,70,3,-3,0.6,-0.6,24.4,23.6
Split,1,CT,T,219.2,189.8,17.2,15.2,14,9,9,14,86,76,76,86,5,-5,1.0,-1.0,24.4,21.4
Bind,-1,CT,T,175.6,233.6,9.8,14.4,5,12,12,5,49,72,72,49,-7,7,-1.4,1.4,30.2,22.8
Icebox,1,T,CT,206.6,192.4,15.8,14.4,14,8,8,14,79,72,72,79,6,-6,1.2,-1.2,24.4,23.2
Fracture,1,T,CT,218.6,197.6,18.4,15.8,13,11,11,13,92,79,79,92,2,-2,0.4,-0.4,21.2,20.6
Haven,1,CT,T,244.6,163.8,16.0,9.8,13,5,5,13,80,49,49,80,8,-8,1.6,-1.6,24.0,22.0
Ascent,-1,T,CT,142.6,247.0,6.4,14.0,6,9,9,6,32,70,70,32,-3,3,-0.6,0.6,29.6,33.0
Breeze,-1,T,CT,183.2,215.8,14.0,16.6,11,11,11,11,70,83,84,70,0,0,0.0,0.0,27.0,28.0
Split,1,CT,T,252.2,164.8,14.4,8.4,11,5,5,11,72,42,42,72,6,-6,1.2,-1.2,22.8,25.0
Icebox,1,CT,T,232.0,133.2,14.0,6.4,10,6,6,10,70,32,32,70,4,-4,0.8,-0.8,27.0,28.6
Haven,-1,CT,T,167.8,252.4,7.4,13.4,7,7,7,7,37,67,67,37,0,0,0.0,0.0,30.6,28.2
Ascent,-1,CT,T,205.0,225.8,12.0,13.8,8,9,9,8,60,69,69,60,-1,1,-0.2,0.2,26.0,26.8
Haven,-1,T,CT,177.4,212.6,12.6,15.8,11,10,10,11,63,79,79,63,1,-1,0.2,-0.2,32.6,22.4
Bind,1,CT,T,197.8,222.4,23.0,26.2,10,24,24,10,115,131,131,115,-14,14,-2.8,2.8,25.4,24.0
Ascent,-1,CT,T,196.2,200.2,15.2,16.2,7,16,16,7,76,81,81,76,-9,9,-1.8,1.8,28.0,21.0
Bind,1,CT,T,238.8,160.8,15.4,10.0,8,10,10,8,77,50,50,77,-2,2,-0.4,0.4,25.2,25.0
Ascent,1,CT,T,219.4,197.6,21.8,18.8,15,13,13,15,109,94,94,109,2,-2,0.4,-0.4,21.0,26.6
Bind,1,CT,T,241.6,159.0,15.2,8.6,13,4,4,13,76,43,43,76,9,-9,1.8,-1.8,23.8,21.6
Haven,-1,T,CT,177.0,239.2,10.8,15.2,4,14,14,4,54,76,76,54,-10,10,-2.0,2.0,18.0,22.2
Ascent,-1,T,CT,171.2,236.8,9.2,14.6,5,12,12,5,46,73,73,46,-7,7,-1.4,1.4,23.8,19.6
Bind,-1,CT,T,193.4,208.2,16.0,17.8,9,15,15,9,80,89,89,80,-6,6,-1.2,1.2,28.8,26.8
Split,-1,CT,T,193.8,233.2,15.8,18.4,11,12,12,11,79,92,92,79,-1,1,-0.2,0.2,22.2,22.0
Haven,-1,CT,T,209.2,218.2,22.8,24.6,13,19,19,13,114,123,123,114,-6,6,-1.2,1.2,25.2,27.0
Breeze,-1,T,CT,201.2,237.0,12.0,15.6,8,10,10,8,60,78,78,60,-2,2,-0.4,0.4,31.0,23.4
Ascent,1,CT,T,233.8,183.0,15.6,11.2,11,7,7,11,78,56,56,78,4,-4,0.8,-0.8,28.6,30.6
Split,-1,CT,T,178.0,204.4,14.4,17.0,10,14,14,10,72,85,85,72,-4,4,-0.8,0.8,19.6,24.8
Split,1,CT,T,210.6,208.4,15.6,15.4,11,10,10,11,78,77,77,78,1,-1,0.2,-0.2,29.8,27.4
Haven,-1,CT,T,194.0,220.0,18.8,21.4,15,13,13,15,94,107,107,94,2,-2,0.4,-0.4,31.4,26.8
Ascent,-1,CT,T,217.2,215.6,19.4,19.6,13,13,13,13,97,98,98,97,0,0,0.0,0.0,26.6,26.4
Breeze,-1,CT,T,167.0,222.0,11.2,15.4,9,11,11,9,56,77,77,56,-2,2,-0.4,0.4,26.0,30.0
Haven,-1,T,CT,186.8,233.2,14.2,18.2,12,10,10,12,71,91,91,71,2,-2,0.4,-0.4,27.2,31.4
Bind,-1,T,CT,192.0,213.2,14.8,16.8,14,9,9,14,74,84,84,74,5,-5,1.0,-1.0,21.0,30.0
Icebox,-1,CT,T,202.8,218.8,16.2,17.4,11,12,12,11,81,87,87,81,-1,1,-0.2,0.2,23.4,28.6
Bind,-1,CT,T,193.4,208.2,16.0,17.8,9,15,15,9,80,89,89,80,-6,6,-1.2,1.2,28.8,26.8
Split,-1,CT,T,193.8,233.2,15.8,18.4,11,12,12,11,79,92,92,79,-1,1,-0.2,0.2,22.2,22.0
Haven,-1,CT,T,209.2,218.2,22.8,24.6,13,19,19,13,114,123,123,114,-6,6,-1.2,1.2,25.2,27.0
Bind,-1,T,CT,192.0,213.2,14.8,16.8,14,9,9,14,74,84,84,74,5,-5,1.0,-1.0,21.0,30.0
Icebox,-1,CT,T,202.8,218.8,16.2,17.4,11,12,12,11,81,87,87,81,-1,1,-0.2,0.2,23.4,28.6
Breeze,-1,CT,T,167.0,222.0,11.2,15.4,9,11,11,9,56,77,77,56,-2,2,-0.4,0.4,26.0,30.0
Haven,-1,T,CT,186.8,233.2,14.2,18.2,12,10,10,12,71,91,91,71,2,-2,0.4,-0.4,27.2,31.4
Bind,1,CT,T,241.6,159.0,15.2,8.6,13,4,4,13,76,43,43,76,9,-9,1.8,-1.8,23.8,21.6
Haven,-1,T,CT,177.0,239.2,10.8,15.2,4,14,14,4,54,76,76,54,-10,10,-2.0,2.0,18.0,22.2
Ascent,-1,T,CT,171.2,236.8,9.2,14.6,5,12,12,5,46,73,73,46,-7,7,-1.4,1.4,23.8,19.6
Breeze,-1,T,CT,201.2,237.0,12.0,15.6,8,10,10,8,60,78,78,60,-2,2,-0.4,0.4,31.0,23.4
Ascent,1,CT,T,233.8,183.0,15.6,11.2,11,7,7,11,78,56,56,78,4,-4,0.8,-0.8,28.6,30.6
Split,-1,CT,T,178.0,204.4,14.4,17.0,10,14,14,10,72,85,85,72,-4,4,-0.8,0.8,19.6,24.8
Breeze,1,T,CT,199.4,209.6,15.8,15.6,13,9,9,13,79,78,78,79,4,-4,0.8,-0.8,24.8,20.4
Icebox,-1,T,CT,180.0,237.8,10.6,15.6,5,13,13,5,53,78,78,53,-8,8,-1.6,1.6,28.0,30.6
Ascent,-1,T,CT,168.8,244.2,8.0,13.8,4,11,11,4,40,69,69,40,-7,7,-1.4,1.4,25.8,20.6
Fracture,-1,CT,T,187.8,234.2,15.8,19.6,5,19,19,5,79,98,98,79,-14,14,-2.8,2.8,24.0,26.2
Bind,-1,T,CT,209.2,225.0,16.4,18.0,13,10,10,13,82,90,90,82,3,-3,0.6,-0.6,26.6,28.0
Haven,-1,CT,T,191.8,217.2,15.2,17.6,10,13,13,10,76,88,88,76,-3,3,-0.6,0.6,25.6,29.2
Bind,1,T,CT,212.8,159.8,14.2,10.6,12,7,7,12,71,53,53,71,5,-5,1.0,-1.0,27.0,24.2
Breeze,-1,T,CT,119.4,256.8,5.0,13.6,2,12,12,2,25,68,68,25,-10,10,-2.0,2.0,13.8,24.6
Split,1,CT,T,207.8,171.2,13.4,10.0,10,8,8,10,67,50,50,67,2,-2,0.4,-0.4,21.6,23.2
Ascent,-1,T,CT,194.2,199.2,14.6,15.4,9,13,13,9,73,77,77,73,-4,4,-0.8,0.8,28.0,26.8
Bind,1,CT,T,219.2,157.6,13.4,8.4,9,8,8,9,67,42,42,67,1,-1,0.2,-0.2,23.0,26.2
Icebox,1,CT,T,241.2,180.8,15.0,9.8,12,5,5,12,75,49,49,75,7,-7,1.4,-1.4,28.6,33.0
Ascent,-1,CT,T,174.2,240.8,10.6,16.0,6,12,12,6,53,80,80,53,-6,6,-1.2,1.2,26.8,24.4
Haven,-1,CT,T,180.6,220.0,9.4,13.0,8,8,8,8,47,65,65,47,0,0,0.0,0.0,37.4,25.6
Haven,1,CT,T,238.8,156.4,15.0,8.8,13,4,4,13,75,44,44,75,9,-9,1.8,-1.8,32.0,31.6
Split,-1,CT,T,205.8,211.4,16.6,18.4,12,12,12,12,83,92,92,83,0,0,0.0,0.0,25.2,29.6
Ascent,1,T,CT,220.4,182.2,15.4,12.2,13,7,7,13,77,61,61,77,6,-6,1.2,-1.2,25.2,26.8
Icebox,1,T,CT,231.8,204.6,17.8,15.2,9,13,13,9,89,76,76,89,-4,4,-0.8,0.8,23.0,26.6
Fracture,1,CT,T,228.4,156.6,16.4,10.4,13,7,7,13,82,52,52,82,6,-6,1.2,-1.2,27.4,26.0
Haven,1,CT,T,242.4,168.8,13.8,8.2,15,0,0,15,69,41,41,69,15,-15,3.0,-3.0,27.4,30.6
Bind,1,CT,T,243.6,141.0,15.6,7.6,15,2,2,15,78,38,38,78,13,-13,2.6,-2.6,28.8,33.8
Icebox,1,T,CT,216.6,205.0,18.2,16.8,8,16,16,8,91,84,84,91,-8,8,-1.6,1.6,22.2,25.8
Icebox,1,T,CT,242.2,185.8,15.6,11.4,12,6,6,12,78,57,57,78,6,-6,1.2,-1.2,30.8,26.8
Breeze,-1,CT,T,190.6,223.8,13.2,16.8,6,15,15,6,66,84,84,66,-9,9,-1.8,1.8,19.4,28.6
Haven,1,CT,T,220.2,203.6,21.0,19.6,18,10,10,18,105,98,98,105,8,-8,1.6,-1.6,24.0,30.0
Breeze,1,T,CT,202.6,198.4,15.6,14.0,9,12,12,9,78,70,70,78,-3,3,-0.6,0.6,27.6,30.2
Fracture,1,T,CT,202.6,190.0,15.8,14.0,10,12,12,10,79,70,70,79,-2,2,-0.4,0.4,23.2,21.8
Haven,1,CT,T,238.8,156.4,15.0,8.8,13,4,4,13,75,44,44,75,9,-9,1.8,-1.8,32.0,31.6
Split,-1,CT,T,205.8,211.4,16.6,18.4,12,12,12,12,83,92,92,83,0,0,0.0,0.0,25.2,29.6
Ascent,1,T,CT,220.4,182.2,15.4,12.2,13,7,7,13,77,61,61,77,6,-6,1.2,-1.2,25.2,26.8
Icebox,1,T,CT,231.8,204.6,17.8,15.2,9,13,13,9,89,76,76,89,-4,4,-0.8,0.8,23.0,26.6
Breeze,1,T,CT,202.6,198.4,15.6,14.0,9,12,12,9,78,70,70,78,-3,3,-0.6,0.6,27.6,30.2
Fracture,1,T,CT,202.6,190.0,15.8,14.0,10,12,12,10,79,70,70,79,-2,2,-0.4,0.4,23.2,21.8
Icebox,1,T,CT,242.2,185.8,15.6,11.4,12,6,6,12,78,57,57,78,6,-6,1.2,-1.2,30.8,26.8
Breeze,-1,CT,T,190.6,223.8,13.2,16.8,6,15,15,6,66,84,84,66,-9,9,-1.8,1.8,19.4,28.6
Haven,1,CT,T,220.2,203.6,21.0,19.6,18,10,10,18,105,98,98,105,8,-8,1.6,-1.6,24.0,30.0
Icebox,1,CT,T,241.2,180.8,15.0,9.8,12,5,5,12,75,49,49,75,7,-7,1.4,-1.4,28.6,33.0
Ascent,-1,CT,T,174.2,240.8,10.6,16.0,6,12,12,6,53,80,80,53,-6,6,-1.2,1.2,26.8,24.4
Haven,-1,CT,T,180.6,220.0,9.4,13.0,8,8,8,8,47,65,65,47,0,0,0.0,0.0,37.4,25.6
Bind,1,CT,T,243.6,141.0,15.6,7.6,15,2,2,15,78,38,38,78,13,-13,2.6,-2.6,28.8,33.8
Icebox,1,T,CT,216.6,205.0,18.2,16.8,8,16,16,8,91,84,84,91,-8,8,-1.6,1.6,22.2,25.8
Breeze,1,T,CT,217.6,206.4,18.0,16.2,11,12,12,11,90,81,81,90,-1,1,-0.2,0.2,21.2,29.4
Icebox,1,CT,T,242.2,186.2,17.0,12.8,11,9,9,11,85,64,64,85,2,-2,0.4,-0.4,22.0,26.2
Ascent,-1,T,CT,176.0,228.2,11.2,16.0,8,11,11,8,56,80,80,56,-3,3,-0.6,0.6,21.0,30.2
Icebox,1,CT,T,237.6,188.4,18.6,13.8,12,10,10,12,93,69,69,93,2,-2,0.4,-0.4,25.6,28.4
Bind,1,CT,T,227.0,200.0,16.4,13.2,10,10,10,10,82,66,66,82,0,0,0.0,0.0,23.4,22.4
Ascent,-1,T,CT,178.8,228.8,10.8,14.8,8,10,10,8,54,74,74,54,-2,2,-0.4,0.4,21.0,22.8
Fracture,1,CT,T,248.0,172.4,14.2,8.8,11,5,5,11,71,44,44,72,6,-6,1.2,-1.2,23.6,25.2
Icebox,1,CT,T,219.6,214.4,17.4,17.0,10,13,13,10,87,85,85,87,-3,3,-0.6,0.6,23.2,22.0
Split,1,T,CT,214.6,179.6,15.4,13.4,12,10,10,12,77,67,67,77,2,-2,0.4,-0.4,30.0,23.2
Icebox,1,CT,T,227.8,149.8,14.4,8.0,14,3,3,14,72,40,40,72,11,-11,2.2,-2.2,29.8,26.0
Ascent,1,T,CT,211.2,197.6,20.4,19.0,16,12,12,16,102,95,95,102,4,-4,0.8,-0.8,21.0,28.8
Icebox,-1,CT,T,212.8,212.2,17.2,16.6,13,10,10,13,86,83,85,86,3,-3,0.6,-0.6,24.2,24.8
Split,-1,CT,T,198.0,221.0,13.8,16.2,7,14,14,7,69,81,81,69,-7,7,-1.4,1.4,18.4,27.2
Icebox,1,T,CT,235.8,184.4,13.8,9.6,10,6,6,10,69,48,48,70,4,-4,0.8,-0.8,28.8,26.8
Ascent,-1,CT,T,195.6,208.2,12.0,13.8,9,10,10,9,60,69,70,60,-1,1,-0.2,0.2,25.6,19.2
Split,1,T,CT,223.6,174.0,15.6,11.2,10,10,10,10,78,56,56,78,0,0,0.0,0.0,20.0,18.4
Haven,1,CT,T,217.8,180.4,18.2,15.2,13,11,11,13,91,76,76,91,2,-2,0.4,-0.4,33.2,22.4
Breeze,-1,CT,T,178.6,221.4,10.2,14.0,9,8,8,9,51,70,70,51,1,-1,0.2,-0.2,30.2,20.0
Ascent,-1,T,CT,178.2,213.4,13.4,16.6,10,12,12,10,67,83,83,68,-2,2,-0.4,0.4,21.4,25.8
Ascent,-1,CT,T,216.4,213.0,19.6,19.6,14,12,12,14,98,98,98,98,2,-2,0.4,-0.4,21.6,25.2
Breeze,-1,CT,T,198.8,209.8,14.4,16.4,8,14,14,8,72,82,82,72,-6,6,-1.2,1.2,24.4,20.6
Split,1,T,CT,212.8,193.0,16.2,14.4,10,12,12,10,81,72,72,81,-2,2,-0.4,0.4,25.8,21.6
Icebox,-1,CT,T,211.8,210.2,23.0,22.6,13,19,19,13,115,113,113,115,-6,6,-1.2,1.2,23.6,24.2
Haven,-1,CT,T,188.0,220.8,11.8,15.2,8,11,11,8,59,76,76,59,-3,3,-0.6,0.6,21.2,27.6
Bind,1,CT,T,213.6,198.6,14.8,13.4,16,4,4,16,74,67,67,74,12,-12,2.4,-2.4,18.4,19.4
Ascent,1,T,CT,228.2,182.0,15.2,11.8,9,10,10,9,76,59,59,76,-1,1,-0.2,0.2,20.6,25.8
Icebox,1,T,CT,235.8,184.4,13.8,9.6,10,6,6,10,69,48,48,70,4,-4,0.8,-0.8,28.8,26.8
Ascent,-1,CT,T,195.6,208.2,12.0,13.8,9,10,10,9,60,69,70,60,-1,1,-0.2,0.2,25.6,19.2
Split,1,T,CT,223.6,174.0,15.6,11.2,10,10,10,10,78,56,56,78,0,0,0.0,0.0,20.0,18.4
Haven,1,CT,T,217.8,180.4,18.2,15.2,13,11,11,13,91,76,76,91,2,-2,0.4,-0.4,33.2,22.4
Bind,1,CT,T,213.6,198.6,14.8,13.4,16,4,4,16,74,67,67,74,12,-12,2.4,-2.4,18.4,19.4
Ascent,1,T,CT,228.2,182.0,15.2,11.8,9,10,10,9,76,59,59,76,-1,1,-0.2,0.2,20.6,25.8
Split,1,T,CT,212.8,193.0,16.2,14.4,10,12,12,10,81,72,72,81,-2,2,-0.4,0.4,25.8,21.6
Icebox,-1,CT,T,211.8,210.2,23.0,22.6,13,19,19,13,115,113,113,115,-6,6,-1.2,1.2,23.6,24.2
Haven,-1,CT,T,188.0,220.8,11.8,15.2,8,11,11,8,59,76,76,59,-3,3,-0.6,0.6,21.2,27.6
Ascent,1,T,CT,211.2,197.6,20.4,19.0,16,12,12,16,102,95,95,102,4,-4,0.8,-0.8,21.0,28.8
Icebox,-1,CT,T,212.8,212.2,17.2,16.6,13,10,10,13,86,83,85,86,3,-3,0.6,-0.6,24.2,24.8
Split,-1,CT,T,198.0,221.0,13.8,16.2,7,14,14,7,69,81,81,69,-7,7,-1.4,1.4,18.4,27.2
Ascent,-1,CT,T,216.4,213.0,19.6,19.6,14,12,12,14,98,98,98,98,2,-2,0.4,-0.4,21.6,25.2
Breeze,-1,CT,T,198.8,209.8,14.4,16.4,8,14,14,8,72,82,82,72,-6,6,-1.2,1.2,24.4,20.6
Split,1,T,CT,245.4,119.0,12.4,4.0,10,3,3,10,62,20,20,62,7,-7,1.4,-1.4,39.2,11.2
Haven,1,CT,T,224.0,194.2,16.4,12.4,12,8,8,12,82,62,62,82,4,-4,0.8,-0.8,35.4,17.0
Split,1,T,CT,211.6,191.4,16.6,14.2,13,9,9,13,83,71,71,83,4,-4,0.8,-0.8,31.4,16.4
Haven,1,CT,T,217.4,188.2,16.0,13.8,13,8,8,13,80,69,69,80,5,-5,1.0,-1.0,27.4,15.8
Ascent,1,T,CT,214.0,196.4,15.2,13.2,15,5,5,15,76,66,66,76,10,-10,2.0,-2.0,24.6,33.0
